"Name","EX","EW","Subtotal (EX+EW)","CR(PE)","CR(PEW)","Subtotal (EX+EW+ CR(PE)+CR(PEW))","CR","EN","VU","Subtotal (threatened spp.)","LR/cd","NT or LR/nt","LC or LR/lc","DD","Total"
"ANDREAEACEAE","0","0","0","0","0","0","0","1","1","2","0","0","0","1","3"
"ANTHOCEROTACEAE","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"DENDROCEROTACEAE","0","0","0","0","0","0","0","1","0","1","0","0","1","0","2"
"AMBLYSTEGIACEAE","0","0","0","0","0","0","2","2","1","5","0","0","1","2","8"
"ARCHIDIACEAE","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"BARTRAMIACEAE","0","0","0","0","0","0","0","1","0","1","0","0","1","1","3"
"BRACHYTHECIACEAE","2","0","2","0","0","2","0","4","5","9","0","2","4","2","19"
"BRUCHIACEAE","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1"
"BRYACEAE","0","0","0","0","0","0","0","1","3","4","0","2","3","3","12"
"BRYOXIPHIACEAE","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"CINCLIDOTACEAE","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"CRYPHAEACEAE","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"DALTONIACEAE","0","0","0","0","0","0","0","1","0","1","0","0","0","1","2"
"DICRANACEAE","0","0","0","0","0","0","0","1","0","1","0","1","2","0","4"
"DITRICHACEAE","0","0","0","0","0","0","1","3","0","4","0","1","0","1","6"
"ECHINODIACEAE","0","0","0","0","0","0","0","3","0","3","0","0","0","0","3"
"FISSIDENTACEAE","1","0","1","0","0","1","3","1","0","4","0","2","1","0","8"
"FONTINALACEAE","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2"
"FUNARIACEAE","0","0","0","0","0","0","0","1","0","1","0","1","1","0","3"
"GRIMMIACEAE","0","0","0","0","0","0","2","1","6","9","0","1","3","2","15"
"HYPNACEAE","0","0","0","0","0","0","2","0","1","3","0","1","1","2","7"
"LEMBOPHYLLACEAE","0","0","0","0","0","0","1","0","1","2","0","0","0","0","2"
"LEPTODONTACEAE","0","0","0","0","0","0","1","0","1","2","0","0","0","0","2"
"LESKEACEAE","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"LEUCOBRYACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"LEUCODONTACEAE","0","0","0","0","0","0","0","0","1","1","0","1","0","0","2"
"LEUCOMIACEAE","0","0","0","0","0","0","0","0","1","1","0","1","0","0","2"
"MYRINIACEAE","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"MYURIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"NECKERACEAE","1","0","1","0","0","1","4","3","2","9","0","1","0","0","11"
"ORTHODONTIACEAE","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"ORTHOTRICHACEAE","0","0","0","0","0","0","3","2","1","6","0","0","3","1","10"
"PILOTRICHACEAE","0","0","0","0","0","0","3","0","0","3","0","0","0","1","4"
"POTTIACEAE","0","0","0","0","0","0","1","4","7","12","0","3","7","9","31"
"PTERIGYNANDRACEAE","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2"
"PTEROBRYACEAE","0","0","0","0","0","0","0","1","0","1","0","0","1","0","2"
"PTYCHOMITRIACEAE","0","0","0","0","0","0","0","1","0","1","0","0","1","0","2"
"PYLAISIADELPHACEAE","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1"
"RHABDOWEISIACEAE","0","0","0","0","0","0","0","0","0","0","0","1","3","0","4"
"RHACHITHECIACEAE","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1"
"SELIGERIACEAE","0","0","0","0","0","0","0","1","1","2","0","0","1","0","3"
"SEMATOPHYLLACEAE","0","0","0","0","0","0","1","0","0","1","0","1","0","2","4"
"SPLACHNACEAE","0","0","0","0","0","0","0","2","0","2","0","0","0","0","2"
"THUIDIACEAE","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"CODIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"CHARACEAE","0","0","0","0","0","0","0","0","0","0","0","0","11","3","14"
"CHAETOPHORACEAE","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"CYCADACEAE","0","0","0","0","0","0","20","26","28","74","0","15","23","0","112"
"ZAMIACEAE","0","5","5","0","3","8","43","78","44","165","0","22","42","1","235"
"ACROCHAETIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"BONNEMAISONIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"CERAMIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","8","9"
"CORALLINACEAE","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11"
"DASYACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"DELESSERIACEAE","1","0","1","1","0","2","2","0","3","5","0","0","0","3","9"
"GALAXAURACEAE","0","0","0","1","0","1","1","0","0","1","0","0","0","1","2"
"GELIDIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","4","5"
"GIGARTINACEAE","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"GRACILARIACEAE","0","0","0","0","0","0","1","0","0","1","0","0","0","1","2"
"HALYMENIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","3","4"
"HAPALIDIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3"
"KALLYMENIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3"
"PHYLLOPHORACEAE","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"RHIZOPHYLLIDACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"RHODOMELACEAE","0","0","0","0","0","0","1","0","0","1","0","0","2","15","18"
"RHODYMENIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"SCHIZYMENIACEAE","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1"
"SEBDENIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"WRANGELIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"GINKGOACEAE","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"EPHEDRACEAE","0","0","0","0","0","0","0","0","1","1","0","1","50","4","56"
"GNETACEAE","0","0","0","0","0","0","0","1","3","4","0","6","25","6","41"
"ACROBOLBACEAE","0","0","0","0","0","0","0","2","1","3","0","0","0","0","3"
"ANASTROPHYLLACEAE","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1"
"CALYPOGEIACEAE","0","0","0","0","0","0","0","1","1","2","0","0","0","0","2"
"CEPHALOZIACEAE","0","0","0","0","0","0","0","0","2","2","0","0","1","0","3"
"CEPHALOZIELLACEAE","0","0","0","0","0","0","0","1","0","1","0","0","1","0","2"
"FOSSOMBRONIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","3","1","4"
"FRULLANIACEAE","0","0","0","0","0","0","0","0","2","2","0","1","4","0","7"
"GYMNOMITRIACEAE","0","0","0","0","0","0","0","0","1","1","0","1","2","0","4"
"HERBERTACEAE","0","0","0","0","0","0","0","1","2","3","0","1","0","0","4"
"JUNGERMANNIACEAE","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"LEJEUNEACEAE","0","0","0","0","0","0","6","11","5","22","0","1","6","1","30"
"LEPIDOZIACEAE","0","0","0","0","0","0","3","2","1","6","0","1","1","0","8"
"LOPHOCOLEACEAE","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2"
"METZGERIACEAE","0","0","0","0","0","0","1","0","0","1","0","0","3","0","4"
"PERSONIELLACEAE","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1"
"PETALOPHYLLACEAE","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1"
"PHYCOLEPIDOZIACEAE","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1"
"PLAGIOCHILACEAE","0","0","0","0","0","0","0","1","0","1","0","0","3","0","4"
"PLEUROZIACEAE","0","0","0","0","0","0","0","1","0","1","0","0","1","0","2"
"PORELLACEAE","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"RADULACEAE","0","0","0","0","0","0","1","1","0","2","0","3","1","0","6"
"SCAPANIACEAE","0","0","0","0","0","0","1","1","1","3","0","1","0","0","4"
"SCHISTOCHILACEAE","0","0","0","0","0","0","1","1","0","2","0","0","0","0","2"
"SOLENOSTOMATACEAE","0","0","0","0","0","0","0","1","2","3","0","0","1","0","4"
"ACORACEAE","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2"
"AFROTHISMIACEAE","0","0","0","0","0","0","10","4","1","15","0","0","0","0","15"
"ALISMATACEAE","0","0","0","0","0","0","0","1","4","5","0","2","29","3","39"
"ALSTROEMERIACEAE","0","0","0","0","0","0","5","3","4","12","0","2","3","2","19"
"AMARYLLIDACEAE","0","0","0","0","0","0","16","47","39","102","0","28","116","74","320"
"APONOGETONACEAE","0","0","0","1","0","1","2","10","3","15","0","3","16","3","37"
"ARACEAE","0","0","0","1","2","3","34","52","76","162","0","36","132","90","420"
"ARECACEAE","1","1","2","2","0","4","168","166","126","460","7","79","482","118","1,148"
"ASPARAGACEAE","1","2","3","1","1","5","34","83","74","191","0","13","216","35","458"
"ASPHODELACEAE","0","1","1","1","5","7","40","84","38","162","0","19","128","24","334"
"ASTELIACEAE","0","0","0","0","0","0","1","2","1","4","0","0","2","0","6"
"BROMELIACEAE","0","0","0","4","0","4","61","122","91","274","0","33","151","47","505"
"BURMANNIACEAE","0","0","0","0","0","0","1","2","1","4","0","0","8","1","13"
"BUTOMACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"CAMPYNEMATACEAE","0","0","0","0","0","0","0","0","0","0","0","2","1","0","3"
"COLCHICACEAE","0","0","0","0","0","0","2","4","4","10","0","2","25","2","39"
"COMMELINACEAE","0","0","0","0","0","0","5","11","7","23","0","2","38","4","67"
"COSTACEAE","0","0","0","0","1","1","4","4","5","13","0","2","15","0","30"
"CYCLANTHACEAE","0","0","0","0","0","0","2","5","10","17","0","3","4","1","25"
"CYMODOCEACEAE","0","0","0","0","0","0","0","0","0","0","0","1","13","4","18"
"CYPERACEAE","2","0","2","5","0","7","45","66","44","155","0","29","721","55","962"
"DASYPOGONACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"DIOSCOREACEAE","0","0","0","0","0","0","5","10","11","26","0","11","42","7","86"
"ERIOCAULACEAE","2","0","2","6","0","8","15","12","16","43","0","10","81","9","145"
"HAEMODORACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2"
"HANGUANACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"HELICONIACEAE","0","0","0","0","0","0","0","0","15","15","0","1","3","2","21"
"HYDROCHARITACEAE","0","0","0","0","0","0","0","3","5","8","0","2","59","8","77"
"HYPOXIDACEAE","0","0","0","0","0","0","0","1","2","3","0","0","2","1","6"
"IRIDACEAE","0","0","0","1","0","1","14","24","33","71","0","14","69","20","174"
"JUNCACEAE","0","0","0","0","0","0","1","2","3","6","0","1","61","5","73"
"JUNCAGINACEAE","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4"
"LILIACEAE","0","0","0","1","0","1","13","16","27","56","0","19","46","17","138"
"LOWIACEAE","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"MARANTACEAE","0","0","0","0","0","0","2","10","11","23","0","6","3","0","32"
"MELANTHIACEAE","0","0","0","0","0","0","1","5","10","16","0","4","27","3","50"
"MUSACEAE","1","0","1","2","2","5","15","13","2","30","0","6","45","7","89"
"NARTHECIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","3","1","4"
"ORCHIDACEAE","6","0","6","46","3","55","271","479","245","995","0","108","644","270","2,023"
"PANDANACEAE","0","0","0","0","0","0","46","85","58","189","0","26","77","63","355"
"POACEAE","1","2","3","5","0","8","34","92","87","213","0","43","613","77","949"
"PONTEDERIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","9","0","9"
"POSIDONIACEAE","0","0","0","0","0","0","0","0","1","1","0","1","6","0","8"
"POTAMOGETONACEAE","0","0","0","0","0","0","0","3","1","4","0","1","43","2","50"
"RESTIONACEAE","0","0","0","0","0","0","0","0","1","1","0","0","9","0","10"
"RUPPIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","5","1","6"
"SCHEUCHZERIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"SMILACACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"STRELITZIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2"
"TACCACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"TECOPHILAEACEAE","0","0","0","0","0","0","0","1","1","2","0","0","1","0","3"
"THISMIACEAE","0","0","0","0","0","0","3","0","1","4","0","0","0","0","4"
"THURNIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"TRIURIDACEAE","0","0","0","0","0","0","3","1","1","5","0","0","1","0","6"
"TYPHACEAE","0","0","0","0","0","0","0","0","0","0","0","0","21","0","21"
"VELLOZIACEAE","0","0","0","0","0","0","0","3","1","4","0","0","6","1","11"
"XERONEMATACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"XYRIDACEAE","0","0","0","0","0","0","7","4","5","16","0","3","26","10","55"
"ZINGIBERACEAE","1","1","2","8","0","10","54","145","127","326","0","51","269","105","753"
"ZOSTERACEAE","0","0","0","0","0","0","0","3","3","6","0","2","11","0","19"
"ISOETACEAE","0","0","0","2","0","2","15","8","7","30","0","5","25","11","71"
"LYCOPODIACEAE","0","0","0","0","0","0","1","3","10","14","0","4","9","0","27"
"SELAGINELLACEAE","0","0","0","0","0","0","0","2","1","3","0","1","12","2","18"
"ACANTHACEAE","0","0","0","2","0","2","39","179","154","372","0","36","201","29","638"
"ACHARIACEAE","0","0","0","0","0","0","5","10","12","27","3","4","55","5","94"
"ACHATOCARPACEAE","0","0","0","0","0","0","0","2","0","2","0","0","4","2","8"
"ACTINIDIACEAE","0","0","0","1","0","1","18","30","49","97","0","13","68","4","182"
"AEXTOXICACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"AIZOACEAE","0","0","0","0","0","0","56","44","26","126","0","3","23","8","160"
"AKANIACEAE","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"ALSEUOSMIACEAE","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2"
"ALTINGIACEAE","0","0","0","0","0","0","0","1","1","2","0","0","8","5","15"
"ALZATEACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"AMARANTHACEAE","4","0","4","0","1","5","10","15","24","49","0","5","36","7","101"
"AMBORELLACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ANACAMPSEROTACEAE","0","0","0","0","0","0","2","0","1","3","0","0","0","0","3"
"ANACARDIACEAE","0","1","1","5","0","6","32","87","93","212","1","42","329","53","638"
"ANCISTROCLADACEAE","0","0","0","0","0","0","1","1","2","4","0","0","0","0","4"
"ANISOPHYLLEACEAE","0","0","0","1","0","1","4","8","9","21","0","2","14","14","51"
"ANNONACEAE","0","1","1","10","0","11","94","237","220","551","1","89","706","210","1,558"
"APHLOIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"APIACEAE","3","0","3","1","0","4","21","38","34","93","1","25","98","9","229"
"APOCYNACEAE","1","1","2","9","0","11","70","145","142","357","1","36","427","47","870"
"APTANDRACEAE","0","0","0","0","0","0","2","3","2","7","0","2","15","1","25"
"AQUIFOLIACEAE","1","0","1","1","0","2","24","54","39","117","5","13","203","25","364"
"ARALIACEAE","0","0","0","1","0","1","89","138","136","363","3","58","376","115","915"
"ARGOPHYLLACEAE","0","0","0","0","0","0","0","3","2","5","0","1","5","0","11"
"ARISTOLOCHIACEAE","0","0","0","0","0","0","8","11","13","32","0","0","9","1","42"
"ASTERACEAE","9","3","12","31","0","43","257","438","406","1,101","0","186","747","108","2,154"
"ASTEROPEIACEAE","0","0","0","0","0","0","0","0","5","5","0","0","3","0","8"
"ATHEROSPERMATACEAE","0","0","0","0","0","0","0","0","0","0","0","1","12","0","13"
"BALANOPACEAE","0","0","0","0","0","0","0","0","0","0","1","0","2","0","3"
"BALANOPHORACEAE","0","0","0","0","0","0","0","1","0","1","0","0","0","1","2"
"BALSAMINACEAE","0","0","0","5","0","5","17","56","35","108","0","6","30","1","145"
"BARBEUIACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"BARBEYACEAE","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"BEGONIACEAE","1","0","1","2","0","3","9","30","39","78","0","6","10","3","98"
"BERBERIDACEAE","0","0","0","0","0","0","5","11","25","41","0","3","24","15","83"
"BETULACEAE","0","0","0","2","0","2","13","3","3","19","0","3","94","48","164"
"BIGNONIACEAE","0","0","0","2","0","2","16","46","34","96","0","16","151","13","276"
"BIXACEAE","0","0","0","0","0","0","0","1","1","2","0","0","11","0","13"
"BONNETIACEAE","0","0","0","0","0","0","1","0","9","10","0","1","13","0","24"
"BORAGINACEAE","1","0","1","5","0","6","16","19","12","47","0","4","14","9","75"
